id,dataset_type,description,ai_taxonomy,current_erms_taxonomy,raw_meta_data,ai_taxonomy_detail,ai_root_cause,ai_enrichment
376,controls,Process failure in CRM System resulting in regulatory concern,Cyber Risk,OR-002: System Failure,"{""metadata"": {""source"": ""manual"", ""priority"": ""P4"", ""assigned_to"": ""user_813"", ""tags"": [""review""]}, ""financial_impact"": {""amount"": 431613.92, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-27T13:09:20.132448"", ""acknowledged"": ""2025-08-19T13:09:20.132449"", ""resolved"": ""2025-08-23T13:09:20.132450""}}","{""status"": ""resolved"", ""severity"": ""low"", ""created_date"": ""2024-09-15T13:09:20.132453""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""communication_breakdown""], ""risk_indicators"": {""probability"": 0.5993887118978248, ""impact_score"": 2, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: Process bypass"", ""Action 3: System restart""], ""long_term_solutions"": [""Solution 1: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_46"", ""technical_lead"": ""tech_90"", ""risk_reviewer"": ""risk_73""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P3"", ""assigned_to"": ""user_644"", ""tags"": [""urgent"", ""monitoring""]}, ""financial_impact"": {""amount"": 954686.39, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-31T13:09:20.132462"", ""acknowledged"": ""2025-08-26T13:09:20.132463"", ""resolved"": ""2025-08-30T13:09:20.132464""}}"
377,controls,Integration error between Data Warehouse and external service,Liquidity Risk,CR-002: Concentration Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P4"", ""assigned_to"": ""user_654"", ""tags"": [""monitoring""]}, ""financial_impact"": {""amount"": 230555.49, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-12T13:09:20.132470"", ""acknowledged"": ""2025-08-19T13:09:20.132471"", ""resolved"": ""2025-08-25T13:09:20.132472""}}","{""status"": ""active"", ""severity"": ""low"", ""created_date"": ""2025-06-13T13:09:20.132475""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""communication_breakdown"", ""process_deviation"", ""technical_debt""], ""risk_indicators"": {""probability"": 0.4226497382425979, ""impact_score"": 2, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass"", ""Action 2: Process bypass""], ""long_term_solutions"": [""Solution 1: Training program""]}, ""stakeholders"": {""business_owner"": ""manager_17"", ""technical_lead"": ""tech_49"", ""risk_reviewer"": ""risk_39""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P2"", ""assigned_to"": ""user_651"", ""tags"": [""review"", ""resolved""]}, ""financial_impact"": {""amount"": 43557.25, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-05T13:09:20.132484"", ""acknowledged"": ""2025-08-21T13:09:20.132485"", ""resolved"": ""2025-08-30T13:09:20.132486""}}"
378,controls,Security breach detected in Data Warehouse with financial loss,Liquidity Risk,CR-001: Default Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P2"", ""assigned_to"": ""user_603"", ""tags"": [""review"", ""escalated""]}, ""financial_impact"": {""amount"": 480041.14, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-12T13:09:20.132492"", ""acknowledged"": ""2025-08-25T13:09:20.132493"", ""resolved"": null}}","{""status"": ""active"", ""severity"": ""critical"", ""created_date"": ""2024-11-30T13:09:20.132497""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""vendor_issue"", ""system_overload"", ""process_deviation""], ""risk_indicators"": {""probability"": 0.1365888290564544, ""impact_score"": 8, ""risk_rating"": ""Medium""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction""], ""long_term_solutions"": [""Solution 1: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_54"", ""technical_lead"": ""tech_39"", ""risk_reviewer"": ""risk_95""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P4"", ""assigned_to"": ""user_125"", ""tags"": [""escalated""]}, ""financial_impact"": {""amount"": 440857.26, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-31T13:09:20.132506"", ""acknowledged"": ""2025-09-04T13:09:20.132507"", ""resolved"": null}}"
379,controls,Data quality issue in Data Warehouse leading to financial loss,Operational Risk,OR-003: Human Error,"{""metadata"": {""source"": ""system"", ""priority"": ""P2"", ""assigned_to"": ""user_715"", ""tags"": [""escalated""]}, ""financial_impact"": {""amount"": 534075.73, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-31T13:09:20.132513"", ""acknowledged"": ""2025-08-15T13:09:20.132514"", ""resolved"": ""2025-08-31T13:09:20.132515""}}","{""status"": ""resolved"", ""severity"": ""critical"", ""created_date"": ""2025-03-13T13:09:20.132518""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""technical_debt"", ""vendor_issue""], ""risk_indicators"": {""probability"": 0.6753077105033699, ""impact_score"": 6, ""risk_rating"": ""Medium""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction""], ""long_term_solutions"": [""Solution 1: Control enhancement"", ""Solution 2: Training program""]}, ""stakeholders"": {""business_owner"": ""manager_52"", ""technical_lead"": ""tech_93"", ""risk_reviewer"": ""risk_45""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P3"", ""assigned_to"": ""user_462"", ""tags"": [""resolved"", ""monitoring""]}, ""financial_impact"": {""amount"": 751657.33, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-09-01T13:09:20.132528"", ""acknowledged"": ""2025-08-26T13:09:20.132529"", ""resolved"": null}}"
380,controls,Integration error between Client Portal and external service,Liquidity Risk,TR-003: Security Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P2"", ""assigned_to"": ""user_988"", ""tags"": [""resolved"", ""monitoring""]}, ""financial_impact"": {""amount"": 104019.5, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-06T13:09:20.132535"", ""acknowledged"": ""2025-08-21T13:09:20.132536"", ""resolved"": null}}","{""status"": ""active"", ""severity"": ""low"", ""created_date"": ""2024-12-28T13:09:20.132539""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""communication_breakdown"", ""technical_debt"", ""process_deviation""], ""risk_indicators"": {""probability"": 0.32304024167402523, ""impact_score"": 8, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Manual override"", ""Action 2: System restart"", ""Action 3: Manual override""], ""long_term_solutions"": [""Solution 1: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_56"", ""technical_lead"": ""tech_26"", ""risk_reviewer"": ""risk_10""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P1"", ""assigned_to"": ""user_856"", ""tags"": [""urgent"", ""resolved"", ""monitoring""]}, ""financial_impact"": {""amount"": 307376.96, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-10T13:09:20.132548"", ""acknowledged"": ""2025-08-19T13:09:20.132549"", ""resolved"": null}}"
381,controls,Compliance violation in CRM System causing client disruption,Legal Risk,OR-002: System Failure,"{""metadata"": {""source"": ""external"", ""priority"": ""P1"", ""assigned_to"": ""user_893"", ""tags"": [""escalated"", ""resolved"", ""review""]}, ""financial_impact"": {""amount"": 235691.07, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-15T13:09:20.132555"", ""acknowledged"": ""2025-08-14T13:09:20.132555"", ""resolved"": null}}","{""status"": ""resolved"", ""severity"": ""critical"", ""created_date"": ""2025-06-16T13:09:20.132559""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""process_deviation"", ""communication_breakdown""], ""risk_indicators"": {""probability"": 0.1915128035486639, ""impact_score"": 6, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass"", ""Action 2: Manual override"", ""Action 3: Manual override""], ""long_term_solutions"": [""Solution 1: System upgrade"", ""Solution 2: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_45"", ""technical_lead"": ""tech_80"", ""risk_reviewer"": ""risk_72""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P3"", ""assigned_to"": ""user_545"", ""tags"": [""urgent"", ""review""]}, ""financial_impact"": {""amount"": 983529.46, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-25T13:09:20.132567"", ""acknowledged"": ""2025-09-05T13:09:20.132568"", ""resolved"": null}}"
382,controls,Security breach detected in Data Warehouse with reputation damage,Strategic Risk,TR-003: Security Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P2"", ""assigned_to"": ""user_537"", ""tags"": [""monitoring"", ""review""]}, ""financial_impact"": {""amount"": 50266.53, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-18T13:09:20.132573"", ""acknowledged"": ""2025-09-05T13:09:20.132574"", ""resolved"": null}}","{""status"": ""active"", ""severity"": ""critical"", ""created_date"": ""2024-10-07T13:09:20.132577""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""technical_debt"", ""inadequate_training"", ""communication_breakdown""], ""risk_indicators"": {""probability"": 0.9945998325138815, ""impact_score"": 8, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Manual override"", ""Action 2: Process bypass""], ""long_term_solutions"": [""Solution 1: Process redesign"", ""Solution 2: Process redesign""]}, ""stakeholders"": {""business_owner"": ""manager_43"", ""technical_lead"": ""tech_50"", ""risk_reviewer"": ""risk_63""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P3"", ""assigned_to"": ""user_498"", ""tags"": [""monitoring""]}, ""financial_impact"": {""amount"": 907578.65, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-11T13:09:20.132586"", ""acknowledged"": ""2025-08-16T13:09:20.132586"", ""resolved"": null}}"
383,controls,Data quality issue in Data Warehouse leading to data corruption,Cyber Risk,LR-002: Market Liquidity Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P3"", ""assigned_to"": ""user_688"", ""tags"": [""review""]}, ""financial_impact"": {""amount"": 257464.52, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-17T13:09:20.132591"", ""acknowledged"": ""2025-08-21T13:09:20.132592"", ""resolved"": null}}","{""status"": ""resolved"", ""severity"": ""medium"", ""created_date"": ""2024-11-18T13:09:20.132595""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""vendor_issue"", ""communication_breakdown""], ""risk_indicators"": {""probability"": 0.8311409049107713, ""impact_score"": 6, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: System restart""], ""long_term_solutions"": [""Solution 1: Process redesign""]}, ""stakeholders"": {""business_owner"": ""manager_14"", ""technical_lead"": ""tech_51"", ""risk_reviewer"": ""risk_90""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P1"", ""assigned_to"": ""user_716"", ""tags"": [""urgent"", ""monitoring"", ""review""]}, ""financial_impact"": {""amount"": 783841.8, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-09T13:09:20.132604"", ""acknowledged"": ""2025-08-31T13:09:20.132604"", ""resolved"": ""2025-08-22T13:09:20.132605""}}"
384,controls,Authorization bypass in CRM System with operational delay,Reputational Risk,MR-003: Equity Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P1"", ""assigned_to"": ""user_333"", ""tags"": [""resolved"", ""urgent""]}, ""financial_impact"": {""amount"": 788480.64, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-21T13:09:20.132611"", ""acknowledged"": ""2025-08-27T13:09:20.132611"", ""resolved"": ""2025-08-23T13:09:20.132612""}}","{""status"": ""pending"", ""severity"": ""low"", ""created_date"": ""2025-02-26T13:09:20.132615""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""communication_breakdown"", ""technical_debt""], ""risk_indicators"": {""probability"": 0.3057141102738785, ""impact_score"": 4, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Manual override"", ""Action 2: Manual override"", ""Action 3: Data correction""], ""long_term_solutions"": [""Solution 1: Training program"", ""Solution 2: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_81"", ""technical_lead"": ""tech_96"", ""risk_reviewer"": ""risk_68""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P4"", ""assigned_to"": ""user_523"", ""tags"": [""resolved"", ""escalated""]}, ""financial_impact"": {""amount"": 848098.79, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-09T13:09:20.132624"", ""acknowledged"": ""2025-08-27T13:09:20.132625"", ""resolved"": ""2025-08-25T13:09:20.132626""}}"
385,controls,Process failure in Data Warehouse resulting in audit findings,Third Party Risk,TR-002: Data Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P3"", ""assigned_to"": ""user_314"", ""tags"": [""escalated"", ""resolved"", ""urgent""]}, ""financial_impact"": {""amount"": 56317.88, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-23T13:09:20.132631"", ""acknowledged"": ""2025-08-30T13:09:20.132632"", ""resolved"": null}}","{""status"": ""pending"", ""severity"": ""high"", ""created_date"": ""2025-08-19T13:09:20.132635""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""inadequate_training"", ""vendor_issue"", ""process_deviation""], ""risk_indicators"": {""probability"": 0.7142714131353448, ""impact_score"": 9, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: System restart"", ""Action 2: Data correction""], ""long_term_solutions"": [""Solution 1: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_66"", ""technical_lead"": ""tech_32"", ""risk_reviewer"": ""risk_38""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P2"", ""assigned_to"": ""user_492"", ""tags"": [""review""]}, ""financial_impact"": {""amount"": 91859.52, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-12T13:09:20.132643"", ""acknowledged"": ""2025-09-05T13:09:20.132644"", ""resolved"": ""2025-09-07T13:09:20.132645""}}"
386,controls,Security breach detected in Client Portal with client disruption,Third Party Risk,LR-002: Market Liquidity Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P4"", ""assigned_to"": ""user_531"", ""tags"": [""escalated"", ""resolved""]}, ""financial_impact"": {""amount"": 884194.73, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-09-07T13:09:20.132650"", ""acknowledged"": ""2025-09-04T13:09:20.132651"", ""resolved"": ""2025-09-05T13:09:20.132652""}}","{""status"": ""resolved"", ""severity"": ""low"", ""created_date"": ""2024-12-17T13:09:20.132655""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""inadequate_training""], ""risk_indicators"": {""probability"": 0.7820651358061186, ""impact_score"": 1, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass"", ""Action 2: System restart"", ""Action 3: Data correction""], ""long_term_solutions"": [""Solution 1: Control enhancement"", ""Solution 2: Process redesign""]}, ""stakeholders"": {""business_owner"": ""manager_67"", ""technical_lead"": ""tech_10"", ""risk_reviewer"": ""risk_72""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P1"", ""assigned_to"": ""user_769"", ""tags"": [""review"", ""resolved""]}, ""financial_impact"": {""amount"": 459769.94, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-23T13:09:20.132664"", ""acknowledged"": ""2025-08-24T13:09:20.132665"", ""resolved"": null}}"
